TIME;CO2;TEMPERATURE;HUMIDITY
2023-01-19T05:09:16+00:00;439;16,2;62,1727
2023-01-19T05:10:19+00:00;439;16,2;62,1728
2023-01-19T05:11:22+00:00;439;16,2;62,1729
2023-01-19T05:12:25+00:00;439;16,2;62,173
2023-01-19T05:13:27+00:00;441;16,2;62,1731
2023-01-19T05:14:30+00:00;436;16,2;62,1732
2023-01-19T05:15:33+00:00;437;16,2;62,1733
2023-01-19T05:16:36+00:00;440;16,2;62,1734
2023-01-19T05:17:38+00:00;440;16,2;62,1735
2023-01-19T05:18:41+00:00;436;16,2;62,1736
2023-01-19T05:19:44+00:00;437;16,2;62,1737
2023-01-19T05:20:47+00:00;440;16,2;62,1738
2023-01-19T05:21:50+00:00;439;16,2;62,1739
2023-01-19T05:22:53+00:00;435;16,2;62,174
2023-01-19T05:23:56+00:00;440;16,2;62,1741
2023-01-19T05:24:58+00:00;436;16,2;62,1742
2023-01-19T05:26:01+00:00;439;16,2;62,1743
2023-01-19T05:27:04+00:00;441;16,2;62,1744
2023-01-19T05:28:07+00:00;435;16,2;62,1745
2023-01-19T05:29:10+00:00;434;16,1;62,1746
2023-01-19T05:30:13+00:00;433;16,1;62,1747
2023-01-19T05:31:16+00:00;433;16,1;62,1748
2023-01-19T05:32:19+00:00;435;16,1;62,1749
2023-01-19T05:33:22+00:00;430;16,1;62,175
2023-01-19T05:34:24+00:00;436;16,1;62,1751
2023-01-19T05:35:27+00:00;436;16,1;62,1752
2023-01-19T05:36:30+00:00;444;16,1;62,1753
2023-01-19T05:37:33+00:00;435;16,1;62,1754
2023-01-19T05:38:36+00:00;433;16,1;62,1755
2023-01-19T05:39:38+00:00;434;16,1;62,1756
2023-01-19T05:41:49+00:00;433;16,1;62,1757
2023-01-19T05:42:52+00:00;436;16,1;62,1758
2023-01-19T05:43:55+00:00;434;16,1;62,1759
2023-01-19T05:44:58+00:00;435;16,1;62,176
2023-01-19T05:46:01+00:00;433;16,1;62,1761
2023-01-19T05:47:03+00:00;433;16,1;62,1762
2023-01-19T05:48:06+00:00;438;16,1;62,1763
2023-01-19T05:49:09+00:00;439;16,1;62,1764
2023-01-19T05:50:12+00:00;434;16,1;62,1765
2023-01-19T05:51:14+00:00;434;16,1;62,1766
2023-01-19T05:52:17+00:00;436;16,1;62,1767
2023-01-19T05:53:20+00:00;439;16,1;62,1768
2023-01-19T05:55:31+00:00;441;16,1;62,1769
2023-01-19T05:56:33+00:00;435;16,1;62,177
2023-01-19T05:57:36+00:00;444;16,1;62,1771
2023-01-19T05:58:39+00:00;449;16,1;62,1772
2023-01-19T05:59:42+00:00;435;16,1;62,1773
2023-01-19T06:00:45+00:00;446;16,1;62,1774
2023-01-19T06:01:47+00:00;441;16,1;62,1775
2023-01-19T06:02:50+00:00;434;16,1;62,1776
2023-01-19T06:03:53+00:00;435;16,1;62,1777
2023-01-19T06:04:56+00:00;434;16,1;62,1778
2023-01-19T06:05:59+00:00;433;16,1;62,1779
2023-01-19T06:07:01+00:00;433;16,1;62,178
2023-01-19T06:08:04+00:00;433;16;62,1781
2023-01-19T06:09:07+00:00;434;16;62,1782
2023-01-19T06:10:10+00:00;441;16;62,1783
2023-01-19T06:11:13+00:00;436;15,9;62,1784
2023-01-19T06:12:16+00:00;436;16;62,1785
2023-01-19T06:13:18+00:00;435;15,9;62,1786
2023-01-19T06:14:21+00:00;440;15,9;62,1787
2023-01-19T06:15:24+00:00;438;15,9;62,1788
2023-01-19T06:17:35+00:00;442;15,9;62,1789
2023-01-19T06:18:38+00:00;432;16;62,179
2023-01-19T06:19:41+00:00;433;15,9;62,1791
2023-01-19T06:20:44+00:00;432;15,9;62,1792
2023-01-19T06:21:47+00:00;430;16;62,1793
2023-01-19T06:22:49+00:00;430;16;62,1794
2023-01-19T06:23:52+00:00;430;15,9;62,1795
2023-01-19T06:24:55+00:00;429;15,9;62,1796
2023-01-19T06:25:58+00:00;428;15,9;62,1797
2023-01-19T06:27:01+00:00;436;15,9;62,1798
2023-01-19T06:28:04+00:00;430;15,9;62,1799
2023-01-19T06:29:07+00:00;438;16;62,18
2023-01-19T06:30:09+00:00;432;16;62,1801
2023-01-19T06:31:12+00:00;433;16;62,1802
2023-01-19T06:32:15+00:00;435;16;62,1803
2023-01-19T06:33:18+00:00;432;15,9;62,1804
2023-01-19T06:34:21+00:00;432;15,9;62,1805
2023-01-19T06:35:24+00:00;432;15,9;62,1806
2023-01-19T06:36:27+00:00;440;16;62,1807
2023-01-19T06:37:29+00:00;432;16;62,1808
2023-01-19T06:38:32+00:00;436;16;62,1809
2023-01-19T06:39:35+00:00;427;16,1;62,181
2023-01-19T06:40:38+00:00;428;16,1;62,1811
2023-01-19T06:41:41+00:00;435;16,1;62,1812
2023-01-19T06:42:44+00:00;428;16,1;62,1813
2023-01-19T06:46:02+00:00;428;16,1;62,1814
2023-01-19T06:47:05+00:00;434;16;62,1815
2023-01-19T06:48:08+00:00;426;16;62,1816
2023-01-19T06:49:10+00:00;426;16;62,1817
2023-01-19T06:50:13+00:00;424;16;62,1818
2023-01-19T06:51:16+00:00;423;16;62,1819
2023-01-19T06:52:19+00:00;422;16;62,182
2023-01-19T06:53:22+00:00;421;15,9;62,1821
2023-01-19T06:54:24+00:00;422;15,9;62,1822
2023-01-19T06:55:27+00:00;421;16;62,1823
2023-01-19T06:56:30+00:00;421;16;62,1824
2023-01-19T06:57:33+00:00;421;16;62,1825
2023-01-19T06:59:43+00:00;421;16,1;62,1826
2023-01-19T07:00:46+00:00;430;16,1;62,1827
2023-01-19T07:01:49+00:00;422;16,2;62,1828
2023-01-19T07:02:52+00:00;432;16,2;62,1829
2023-01-19T07:03:55+00:00;422;16,2;62,183
2023-01-19T07:04:57+00:00;423;16,3;62,1831
2023-01-19T07:06:00+00:00;433;16,3;62,1832
2023-01-19T07:07:03+00:00;427;16,3;62,1833
2023-01-19T07:08:06+00:00;429;16,3;62,1834
2023-01-19T07:09:09+00:00;429;16,2;62,1835
2023-01-19T07:10:12+00:00;432;16,2;62,1836
2023-01-19T07:11:15+00:00;433;16,2;62,1837
2023-01-19T07:12:17+00:00;432;16,2;62,1838
2023-01-19T07:13:20+00:00;432;16,2;62,1839
2023-01-19T07:14:23+00:00;433;16,2;62,184
2023-01-19T07:15:26+00:00;432;16,3;62,1841
2023-01-19T07:16:29+00:00;433;16,2;62,1842
2023-01-19T07:17:32+00:00;438;16,3;62,1843
2023-01-19T07:18:35+00:00;437;16,2;62,1844
2023-01-19T07:19:37+00:00;430;16,2;62,1845
2023-01-19T07:20:40+00:00;430;16,2;62,1846
2023-01-19T07:21:43+00:00;429;16,2;62,1847
2023-01-19T07:22:46+00:00;429;16,2;62,1848
2023-01-19T07:23:49+00:00;429;16,3;62,1849
2023-01-19T07:24:52+00:00;429;16,3;62,185
2023-01-19T07:25:54+00:00;436;16,2;62,1851
2023-01-19T07:26:57+00:00;429;16,2;62,1852
2023-01-19T07:28:00+00:00;429;16,2;62,1853
2023-01-19T07:29:03+00:00;429;16,3;62,1854
2023-01-19T07:30:05+00:00;432;16,3;62,1855
2023-01-19T07:31:08+00:00;432;16,3;62,1856
2023-01-19T07:32:11+00:00;432;16,2;62,1857
2023-01-19T07:33:14+00:00;438;16,2;62,1858
2023-01-19T07:34:17+00:00;437;16,2;62,1859
2023-01-19T07:35:19+00:00;433;16,2;62,186
2023-01-19T07:36:22+00:00;430;16,3;62,1861
2023-01-19T07:37:25+00:00;432;16,3;62,1862
2023-01-19T07:38:28+00:00;425;16,3;62,1863
2023-01-19T07:39:31+00:00;426;16,3;62,1864
2023-01-19T07:40:36+00:00;426;16,3;62,1865
2023-01-19T07:41:36+00:00;426;16,3;62,1866
2023-01-19T07:42:39+00:00;425;16,3;62,1867
2023-01-19T07:43:42+00:00;424;16,3;62,1868
2023-01-19T07:44:45+00:00;423;16,2;62,1869
2023-01-19T07:45:47+00:00;423;16,1;62,187
2023-01-19T07:46:50+00:00;424;16,1;62,1871
2023-01-19T07:47:53+00:00;422;16,1;62,1872
2023-01-19T07:48:56+00:00;423;16,1;62,1873
2023-01-19T07:49:58+00:00;432;16,1;62,1874
2023-01-19T07:51:01+00:00;423;16,1;62,1875
2023-01-19T07:52:04+00:00;422;16,2;62,1876
2023-01-19T07:53:07+00:00;422;16,2;62,1877
2023-01-19T07:54:10+00:00;421;16,2;62,1878
2023-01-19T07:55:12+00:00;422;16,2;62,1879
2023-01-19T07:56:15+00:00;422;16,2;62,188
2023-01-19T07:57:18+00:00;424;16,2;62,1881
2023-01-19T07:58:21+00:00;425;16,3;62,1882
2023-01-19T08:01:39+00:00;424;16,2;62,1883
2023-01-19T08:02:42+00:00;433;16,2;62,1884
2023-01-19T08:06:00+00:00;422;16,2;62,1885
2023-01-19T08:07:03+00:00;424;16,2;62,1886
2023-01-19T08:08:06+00:00;426;16,2;62,1887
2023-01-19T08:09:09+00:00;422;16,2;62,1888
2023-01-19T08:11:20+00:00;430;16,2;62,1889
2023-01-19T08:12:23+00:00;421;16,2;62,189
2023-01-19T08:13:26+00:00;429;16,2;62,1891
2023-01-19T08:14:28+00:00;421;16,2;62,1892
2023-01-19T08:15:31+00:00;421;16,2;62,1893
2023-01-19T08:16:34+00:00;430;16,2;62,1894
2023-01-19T08:17:37+00:00;421;16,2;62,1895
2023-01-19T08:18:40+00:00;421;16,2;62,1896
2023-01-19T08:19:43+00:00;420;16,2;62,1897
2023-01-19T08:21:53+00:00;421;16,1;62,1898
2023-01-19T08:22:56+00:00;420;16,1;62,1899
2023-01-19T08:23:59+00:00;428;16,1;62,19
2023-01-19T08:25:02+00:00;420;16,1;62,1901
2023-01-19T08:26:04+00:00;420;16,1;62,1902
2023-01-19T08:27:07+00:00;420;16,2;62,1903
2023-01-19T08:28:10+00:00;421;16,2;62,1904
2023-01-19T08:29:13+00:00;420;16,2;62,1905
2023-01-19T08:30:16+00:00;418;16,2;62,1906
2023-01-19T08:31:18+00:00;429;16,1;62,1907
2023-01-19T08:32:21+00:00;421;16,1;62,1908
2023-01-19T08:33:24+00:00;420;16,1;62,1909
2023-01-19T08:34:27+00:00;420;16,1;62,191
2023-01-19T08:36:37+00:00;418;16,1;62,1911
2023-01-19T08:37:40+00:00;428;16,1;62,1912
2023-01-19T08:38:43+00:00;428;16,2;62,1913
2023-01-19T08:39:46+00:00;420;16,2;62,1914
2023-01-19T08:40:49+00:00;428;16,2;62,1915
2023-01-19T08:41:51+00:00;420;16,2;62,1916
2023-01-19T08:42:54+00:00;420;16,2;62,1917
2023-01-19T08:43:57+00:00;420;16,2;62,1918
2023-01-19T08:45:00+00:00;420;16,2;62,1919
2023-01-19T08:46:02+00:00;420;16,2;62,192
2023-01-19T08:48:13+00:00;420;16,2;62,1921
2023-01-19T08:49:16+00:00;418;16,2;62,1922
2023-01-19T08:50:18+00:00;420;16,3;62,1923
2023-01-19T08:51:21+00:00;420;16,3;62,1924
2023-01-19T08:52:24+00:00;420;16,3;62,1925
2023-01-19T08:53:27+00:00;428;16,3;62,1926
2023-01-19T08:54:29+00:00;420;16,3;62,1927
2023-01-19T08:55:32+00:00;418;16,3;62,1928
2023-01-19T08:56:35+00:00;420;16,3;62,1929
2023-01-19T08:57:38+00:00;420;16,3;62,193
2023-01-19T08:58:41+00:00;420;16,4;62,1931
2023-01-19T08:59:43+00:00;418;16,4;62,1932
2023-01-19T09:00:46+00:00;426;16,4;62,1933
2023-01-19T09:01:49+00:00;418;16,4;62,1934
2023-01-19T09:02:52+00:00;417;16,4;62,1935
2023-01-19T09:03:55+00:00;417;16,4;62,1936
2023-01-19T09:04:57+00:00;417;16,4;62,1937
2023-01-19T09:06:00+00:00;417;16,4;62,1938
2023-01-19T09:07:03+00:00;418;16,4;62,1939
2023-01-19T09:08:06+00:00;417;16,4;62,194
2023-01-19T09:09:09+00:00;417;16,4;62,1941
2023-01-19T09:10:11+00:00;417;16,4;62,1942
2023-01-19T09:11:14+00:00;416;16,4;62,1943
2023-01-19T09:12:17+00:00;417;16,4;62,1944
2023-01-19T09:13:20+00:00;417;16,4;62,1945
2023-01-19T09:14:23+00:00;417;16,4;62,1946
2023-01-19T09:15:26+00:00;417;16,3;62,1947
2023-01-19T09:16:29+00:00;417;16,3;62,1948
2023-01-19T09:17:31+00:00;417;16,3;62,1949
2023-01-19T09:19:42+00:00;417;16,3;62,195
2023-01-19T09:20:45+00:00;425;16,3;62,1951
2023-01-19T09:21:48+00:00;417;16,3;62,1952
2023-01-19T09:25:06+00:00;417;16,2;62,1953
2023-01-19T09:26:09+00:00;424;16,2;62,1954
2023-01-19T09:28:19+00:00;417;16,2;62,1955
2023-01-19T09:29:22+00:00;417;16,2;62,1956
2023-01-19T09:30:25+00:00;417;16,3;62,1957
2023-01-19T09:31:28+00:00;417;16,2;62,1958
2023-01-19T09:32:30+00:00;416;16,2;62,1959
2023-01-19T09:33:33+00:00;416;16,3;62,196
2023-01-19T09:34:36+00:00;416;16,3;62,1961
2023-01-19T09:35:39+00:00;417;16,3;62,1962
2023-01-19T09:36:42+00:00;425;16,2;62,1963
2023-01-19T09:37:45+00:00;424;16,3;62,1964
2023-01-19T09:38:48+00:00;417;16,2;62,1965
2023-01-19T09:39:51+00:00;425;16,2;62,1966
2023-01-19T09:40:54+00:00;425;16,2;62,1967
2023-01-19T09:41:56+00:00;417;16,1;62,1968
2023-01-19T09:42:59+00:00;417;16,1;62,1969
2023-01-19T09:44:02+00:00;417;16,1;62,197
2023-01-19T09:45:05+00:00;417;16,1;62,1971
2023-01-19T09:46:08+00:00;425;16,1;62,1972
2023-01-19T09:47:11+00:00;416;16,1;62,1973
2023-01-19T09:48:14+00:00;417;16,2;62,1974
2023-01-19T09:49:17+00:00;425;16,2;62,1975
2023-01-19T09:50:19+00:00;416;16,2;62,1976
2023-01-19T09:51:23+00:00;417;16,2;62,1977
2023-01-19T09:53:33+00:00;416;16,2;62,1978
2023-01-19T09:54:36+00:00;417;16,2;62,1979
2023-01-19T09:55:39+00:00;416;16,1;62,198
2023-01-19T09:56:42+00:00;416;16,2;62,1981
2023-01-19T09:57:45+00:00;424;16,2;62,1982
2023-01-19T09:58:47+00:00;425;16,1;62,1983
2023-01-19T09:59:50+00:00;417;16,2;62,1984
2023-01-19T10:00:53+00:00;425;16,2;62,1985
2023-01-19T10:01:56+00:00;416;16,2;62,1986
2023-01-19T10:02:58+00:00;425;16,2;62,1987
2023-01-19T10:04:01+00:00;417;16,2;62,1988
2023-01-19T10:05:04+00:00;423;16,2;62,1989
2023-01-19T10:06:07+00:00;416;16,2;62,199
2023-01-19T10:07:09+00:00;424;16,2;62,1991
2023-01-19T10:08:12+00:00;426;16,2;62,1992
2023-01-19T10:10:23+00:00;417;16,2;62,1993
2023-01-19T10:11:26+00:00;417;16,1;62,1994
2023-01-19T10:12:28+00:00;416;16,1;62,1995
2023-01-19T10:13:31+00:00;416;16,1;62,1996
2023-01-19T10:14:34+00:00;416;16,1;62,1997
2023-01-19T10:15:37+00:00;416;16,1;62,1998
2023-01-19T10:16:40+00:00;416;16,1;62,1999
2023-01-19T10:17:43+00:00;424;16,1;62,2
2023-01-19T10:18:46+00:00;416;16,1;62,2001
2023-01-19T10:19:49+00:00;416;16,1;62,2002
2023-01-19T10:20:51+00:00;416;16,1;62,2003
2023-01-19T10:21:54+00:00;423;16,1;62,2004
2023-01-19T10:22:57+00:00;415;16,1;62,2005
2023-01-19T10:24:00+00:00;423;16,1;62,2006
2023-01-19T10:25:02+00:00;416;16,1;62,2007
2023-01-19T10:26:05+00:00;422;16;62,2008
2023-01-19T10:27:08+00:00;415;16;62,2009
2023-01-19T10:28:11+00:00;423;16;62,201
2023-01-19T10:29:13+00:00;423;16;62,2011
2023-01-19T10:30:16+00:00;416;16;62,2012
2023-01-19T10:31:19+00:00;423;16;62,2013
2023-01-19T10:32:22+00:00;416;16;62,2014
2023-01-19T10:34:33+00:00;416;16;62,2015
2023-01-19T10:35:36+00:00;415;16;62,2016
2023-01-19T10:36:39+00:00;416;16;62,2017
2023-01-19T10:37:42+00:00;415;16;62,2018
2023-01-19T10:38:44+00:00;416;16;62,2019
2023-01-19T10:39:47+00:00;415;16;62,202
2023-01-19T10:40:50+00:00;415;16;62,2021
2023-01-19T10:41:53+00:00;416;16;62,2022
2023-01-19T10:42:56+00:00;415;16;62,2023
2023-01-19T10:43:59+00:00;415;16;62,2024
2023-01-19T10:45:02+00:00;415;16,1;62,2025
2023-01-19T10:46:04+00:00;415;16,1;62,2026
2023-01-19T10:47:07+00:00;416;16,1;62,2027
2023-01-19T10:48:10+00:00;416;16,2;62,2028
2023-01-19T10:49:13+00:00;416;16,2;62,2029
2023-01-19T10:50:16+00:00;416;16,1;62,203
2023-01-19T10:51:19+00:00;416;16,1;62,2031
2023-01-19T10:53:29+00:00;416;16,1;62,2032
2023-01-19T10:54:32+00:00;416;16,1;62,2033
2023-01-19T10:55:35+00:00;416;16;62,2034
2023-01-19T10:56:38+00:00;422;16;62,2035
2023-01-19T10:57:40+00:00;416;16;62,2036
2023-01-19T10:58:43+00:00;414;16;62,2037
2023-01-19T10:59:54+00:00;416;15,9;62,2038
2023-01-19T11:00:49+00:00;415;15,9;62,2039
2023-01-19T11:01:52+00:00;415;15,9;62,204
2023-01-19T11:02:56+00:00;415;15,9;62,2041
2023-01-19T11:03:59+00:00;415;15,9;62,2042
2023-01-19T11:05:01+00:00;415;15,8;62,2043
2023-01-19T11:06:04+00:00;415;15,8;62,2044
2023-01-19T11:07:07+00:00;415;15,8;62,2045
2023-01-19T11:09:18+00:00;415;15,8;62,2046
2023-01-19T11:10:21+00:00;422;15,9;62,2047
2023-01-19T11:11:24+00:00;415;15,9;62,2048
2023-01-19T11:12:27+00:00;414;15,9;62,2049
2023-01-19T11:13:30+00:00;414;15,9;62,205
2023-01-19T11:14:33+00:00;414;15,9;62,2051
2023-01-19T11:15:35+00:00;421;15,9;62,2052
2023-01-19T11:16:38+00:00;414;15,9;62,2053
2023-01-19T11:17:41+00:00;414;15,9;62,2054
2023-01-19T11:18:44+00:00;414;15,9;62,2055
2023-01-19T11:19:47+00:00;414;15,9;62,2056
2023-01-19T11:20:50+00:00;414;16;62,2057
2023-01-19T11:24:08+00:00;414;16;62,2058
2023-01-19T11:25:11+00:00;414;16;62,2059
2023-01-19T11:26:14+00:00;414;16;62,206
2023-01-19T11:27:16+00:00;414;16;62,2061
2023-01-19T11:29:27+00:00;413;16;62,2062
2023-01-19T11:30:30+00:00;414;16;62,2063
2023-01-19T11:31:32+00:00;413;16;62,2064
2023-01-19T11:32:35+00:00;413;16;62,2065
2023-01-19T11:33:38+00:00;413;16;62,2066
2023-01-19T11:34:42+00:00;412;16;62,2067
2023-01-19T11:35:45+00:00;412;16;62,2068
2023-01-19T11:36:49+00:00;411;16;62,2069
2023-01-19T11:37:52+00:00;411;16;62,207
2023-01-19T11:38:55+00:00;411;16,1;62,2071
2023-01-19T11:39:57+00:00;411;16,1;62,2072
2023-01-19T11:41:00+00:00;411;16,1;62,2073
2023-01-19T11:42:03+00:00;411;16,1;62,2074
2023-01-19T11:43:06+00:00;410;16,1;62,2075
2023-01-19T11:44:08+00:00;410;16,1;62,2076
2023-01-19T11:45:11+00:00;411;16,1;62,2077
2023-01-19T11:46:14+00:00;410;16,1;62,2078
2023-01-19T11:47:17+00:00;409;16,1;62,2079
2023-01-19T11:48:20+00:00;410;16,1;62,208
2023-01-19T11:49:22+00:00;409;16,1;62,2081
2023-01-19T11:50:25+00:00;408;16,2;62,2082
2023-01-19T11:51:28+00:00;408;16,2;62,2083
2023-01-19T11:52:31+00:00;408;16,2;62,2084
2023-01-19T11:53:33+00:00;408;16,2;62,2085
2023-01-19T11:54:36+00:00;408;16,2;62,2086
2023-01-19T11:55:39+00:00;406;16,2;62,2087
2023-01-19T11:56:42+00:00;408;16,2;62,2088
2023-01-19T11:57:44+00:00;406;16,2;62,2089
2023-01-19T11:58:47+00:00;406;16,2;62,209
2023-01-19T11:59:50+00:00;406;16,1;62,2091
2023-01-19T12:00:53+00:00;405;16,2;62,2092
2023-01-19T12:01:55+00:00;405;16,1;62,2093
2023-01-19T12:02:58+00:00;405;16,1;62,2094
2023-01-19T12:04:01+00:00;405;16,1;62,2095
2023-01-19T12:05:04+00:00;404;16;62,2096
2023-01-19T12:06:09+00:00;405;15,9;62,2097
2023-01-19T12:07:12+00:00;411;15,7;62,2098
2023-01-19T12:08:15+00:00;403;15,7;62,2099
2023-01-19T12:09:17+00:00;404;15,5;62,21
2023-01-19T12:11:28+00:00;404;15,5;62,2101
2023-01-19T12:12:31+00:00;404;15,4;62,2102
2023-01-19T12:13:33+00:00;404;15,4;62,2103
2023-01-19T12:14:36+00:00;403;15,4;62,2104
2023-01-19T12:15:39+00:00;404;15,5;62,2105
2023-01-19T12:16:42+00:00;404;15,4;62,2106
2023-01-19T12:17:44+00:00;404;15,4;62,2107
2023-01-19T12:18:47+00:00;404;15,5;62,2108
2023-01-19T12:19:50+00:00;405;15,5;62,2109
2023-01-19T12:20:53+00:00;404;15,6;62,211
2023-01-19T12:21:55+00:00;405;15,6;62,2111
2023-01-19T12:22:58+00:00;404;15,7;62,2112
2023-01-19T12:24:01+00:00;405;15,7;62,2113
2023-01-19T12:25:04+00:00;405;15,7;62,2114
2023-01-19T12:26:07+00:00;406;15,7;62,2115
2023-01-19T12:27:10+00:00;405;15,7;62,2116
2023-01-19T12:28:12+00:00;412;15,7;62,2117
2023-01-19T12:29:15+00:00;406;15,7;62,2118
2023-01-19T12:30:18+00:00;405;15,7;62,2119
2023-01-19T12:32:29+00:00;406;15,7;62,212
2023-01-19T12:34:39+00:00;406;15,7;62,2121
2023-01-19T12:35:42+00:00;406;15,7;62,2122
2023-01-19T12:36:45+00:00;405;15,7;62,2123
2023-01-19T12:38:55+00:00;406;15,8;62,2124
2023-01-19T12:39:58+00:00;406;15,8;62,2125
2023-01-19T12:41:02+00:00;406;15,8;62,2126
2023-01-19T12:42:04+00:00;406;15,8;62,2127
2023-01-19T12:43:07+00:00;406;15,8;62,2128
2023-01-19T12:44:10+00:00;406;15,8;62,2129
2023-01-19T12:45:13+00:00;406;15,8;62,213
2023-01-19T12:47:23+00:00;406;15,9;62,2131
2023-01-19T12:48:26+00:00;406;15,9;62,2132
2023-01-19T12:49:29+00:00;406;15,8;62,2133
2023-01-19T12:50:32+00:00;406;15,9;62,2134
2023-01-19T12:51:35+00:00;406;15,9;62,2135
2023-01-19T12:52:38+00:00;406;16;62,2136
2023-01-19T12:53:41+00:00;408;16;62,2137
2023-01-19T12:54:43+00:00;406;16,1;62,2138
2023-01-19T12:55:46+00:00;408;16,1;62,2139
2023-01-19T12:56:49+00:00;406;16,1;62,214
2023-01-19T12:57:51+00:00;408;16,2;62,2141
2023-01-19T12:58:54+00:00;408;16,2;62,2142
2023-01-19T12:59:57+00:00;408;16,2;62,2143
2023-01-19T13:01:00+00:00;406;16,2;62,2144
2023-01-19T13:02:03+00:00;408;16,2;62,2145
2023-01-19T13:03:05+00:00;408;16,2;62,2146
2023-01-19T13:04:08+00:00;408;16,2;62,2147
2023-01-19T13:05:11+00:00;408;16,2;62,2148
2023-01-19T13:06:14+00:00;408;16,2;62,2149
2023-01-19T13:07:16+00:00;408;16,3;62,215
2023-01-19T13:08:19+00:00;408;16,3;62,2151
2023-01-19T13:09:22+00:00;414;16,3;62,2152
2023-01-19T13:10:25+00:00;408;16,3;62,2153
2023-01-19T13:11:28+00:00;409;16,3;62,2154
2023-01-19T13:12:30+00:00;408;16,3;62,2155
2023-01-19T13:13:33+00:00;409;16,3;62,2156
2023-01-19T13:14:36+00:00;409;16,3;62,2157
2023-01-19T13:15:39+00:00;409;16,3;62,2158
2023-01-19T13:16:41+00:00;409;16,3;62,2159
2023-01-19T13:17:44+00:00;409;16,3;62,216
2023-01-19T13:18:47+00:00;408;16,3;62,2161
2023-01-19T13:19:49+00:00;409;16,3;62,2162
2023-01-19T13:20:52+00:00;408;16,3;62,2163
2023-01-19T13:21:55+00:00;415;16,3;62,2164
2023-01-19T13:22:58+00:00;409;16,3;62,2165
2023-01-19T13:24:00+00:00;408;16,3;62,2166
2023-01-19T13:25:03+00:00;409;16,3;62,2167
2023-01-19T13:26:06+00:00;409;16,3;62,2168
2023-01-19T13:27:09+00:00;415;16,3;62,2169
2023-01-19T13:29:19+00:00;416;16,3;62,217
2023-01-19T13:30:22+00:00;409;16,4;62,2171
2023-01-19T13:31:25+00:00;409;16,4;62,2172
2023-01-19T13:33:35+00:00;409;16,4;62,2173
2023-01-19T13:34:38+00:00;409;16,3;62,2174
2023-01-19T13:35:41+00:00;409;16,3;62,2175
2023-01-19T13:36:44+00:00;409;16,4;62,2176
2023-01-19T13:37:46+00:00;409;16,4;62,2177
2023-01-19T13:38:49+00:00;409;16,3;62,2178
2023-01-19T13:39:52+00:00;409;16,3;62,2179
2023-01-19T13:40:55+00:00;409;16,2;62,218
2023-01-19T13:41:58+00:00;409;16,2;62,2181
2023-01-19T13:43:00+00:00;409;16,2;62,2182
2023-01-19T13:44:03+00:00;409;16,1;62,2183
2023-01-19T13:45:06+00:00;408;16,1;62,2184
2023-01-19T13:46:09+00:00;408;16,1;62,2185
2023-01-19T13:47:12+00:00;408;16,1;62,2186
2023-01-19T13:48:15+00:00;408;16,1;62,2187
2023-01-19T13:49:17+00:00;409;16,1;62,2188
2023-01-19T13:50:20+00:00;409;16;62,2189
2023-01-19T13:51:23+00:00;409;16;62,219
2023-01-19T13:52:26+00:00;409;16;62,2191
2023-01-19T13:53:28+00:00;408;16;62,2192
2023-01-19T13:54:31+00:00;408;16;62,2193
2023-01-19T13:55:34+00:00;408;16;62,2194
2023-01-19T13:56:37+00:00;408;16;62,2195
2023-01-19T13:57:40+00:00;408;16;62,2196
2023-01-19T13:58:42+00:00;408;16;62,2197
2023-01-19T13:59:45+00:00;408;16;62,2198
2023-01-19T14:00:48+00:00;408;16;62,2199
2023-01-19T14:01:50+00:00;408;16,1;62,22
2023-01-19T14:02:53+00:00;413;16,1;62,2201
2023-01-19T14:03:56+00:00;408;16,1;62,2202
2023-01-19T14:04:59+00:00;408;16,1;62,2203
2023-01-19T14:06:01+00:00;408;16,1;62,2204
2023-01-19T14:07:04+00:00;408;16,1;62,2205
2023-01-19T14:08:07+00:00;406;16,1;62,2206
2023-01-19T14:09:10+00:00;408;16,1;62,2207
2023-01-19T14:10:13+00:00;406;16,1;62,2208
2023-01-19T14:11:15+00:00;408;16,1;62,2209
2023-01-19T14:12:18+00:00;406;16,1;62,221
2023-01-19T14:13:21+00:00;413;16,1;62,2211
2023-01-19T14:14:24+00:00;406;16,1;62,2212
2023-01-19T14:15:27+00:00;406;16,1;62,2213
2023-01-19T14:16:29+00:00;406;16,1;62,2214
2023-01-19T14:17:32+00:00;406;16,2;62,2215
2023-01-19T14:18:35+00:00;406;16,2;62,2216
2023-01-19T14:19:38+00:00;406;16,2;62,2217
2023-01-19T14:20:41+00:00;408;16,2;62,2218
2023-01-19T14:21:43+00:00;406;16,2;62,2219
2023-01-19T14:22:46+00:00;406;16,2;62,222
2023-01-19T14:23:49+00:00;406;16,3;62,2221
2023-01-19T14:24:52+00:00;406;16,2;62,2222
2023-01-19T14:25:55+00:00;406;16,2;62,2223
2023-01-19T14:26:57+00:00;406;16,2;62,2224
2023-01-19T14:28:00+00:00;406;16,2;62,2225
2023-01-19T14:29:03+00:00;405;16,2;62,2226
2023-01-19T14:30:06+00:00;406;16,2;62,2227
2023-01-19T14:31:08+00:00;405;16,2;62,2228
2023-01-19T14:32:11+00:00;405;16,2;62,2229
2023-01-19T14:33:14+00:00;406;16,2;62,223
2023-01-19T14:34:17+00:00;405;16,2;62,2231
2023-01-19T14:35:19+00:00;405;16,2;62,2232
